video_id,channel_id,upload_date,video_category,video_type,video_language,duration_seconds,content_rating,title_length,thumbnail_style
V001892,C00891,2012-11-13,Entertainment,Live Stream,Korean,11002,Teen,40,Minimalist
V001893,C01118,2012-03-15,Music,Standard Video,English,83,General,32,Text Overlay
V001894,C01872,2021-12-15,Entertainment,Standard Video,Indonesian,262,General,50,Minimalist
V001895,C00791,2015-12-10,Gaming,Standard Video,Spanish,2847,General,,Text Overlay
V001896,C01900,2018-09-25,Music,Short,English,15,Teen,30,Bright Colors
V001897,C01996,2011-02-01,Education,Standard Video,English,156,General,50,Face Close-up
V001898,C00223,2013-11-03,Lifestyle,Standard Video,Japanese,381,Teen,47,Screenshot
V001899,C01213,2025-01-16,Film,Short,Spanish,43,General,49,Collage
V001900,C01233,2026-07-22,Technology,Standard Video,Portuguese,254,General,40,Text Overlay
V001901,C01622,2019-04-28,Gaming,Premiere,Hindi,175,General,59,Face Close-up
V001902,C01662,2024-07-02,Comedy,Premiere,English,98,Mature,60,Face Close-up
V001903,C01028,2021-08-19,Sports,Standard Video,Hindi,622,Teen,40,Bright Colors
V001904,C01071,2016-04-09,Comedy,Standard Video,English,225,General,79,Face Close-up
V001905,C01071,2026-04-21,Music,Standard Video,English,119,General,55,Minimalist
V001906,C01494,2010-12-21,News,Standard Video,Hindi,164,General,34,Text Overlay
V001907,C01337,2020-08-22,Entertainment,Standard Video,Turkish,330,General,25,Text Overlay
V001908,C01548,2012-06-07,Technology,Short,Spanish,26,General,16,Text Overlay
V001909,C00025,2026-07-25,Technology,Standard Video,Thai,1225,General,54,Before-After
V001910,C01932,2021-10-28,Education,Live Stream,Vietnamese,3512,General,48,Face Close-up
V001911,C01872,2019-03-22,Lifestyle,Standard Video,Indonesian,443,General,43,Collage
V001912,C00807,2021-03-08,News,Standard Video,Turkish,77,General,65,Minimalist
V001913,C00090,2017-01-24,Technology,Short,English,55,General,25,Minimalist
V001914,C00797,2025-11-06,Gaming,Standard Video,French,363,General,44,Text Overlay
V001915,C01266,2021-03-30,News,Short,Hindi,16,General,20,Screenshot
V001916,C01878,2016-03-11,Music,Standard Video,Portuguese,447,General,,Before-After
V001917,C00932,2015-02-26,Music,Short,German,17,General,25,Text Overlay
V001918,C00227,2018-05-13,Technology,Short,English,31,General,22,Collage
V001919,C00566,2013-02-20,News,Standard Video,English,2081,Teen,52,Text Overlay
V001920,C00156,2021-06-06,Music,Standard Video,English,1107,Teen,97,Before-After
V001921,C00797,2026-05-14,Gaming,Standard Video,French,221,General,54,Face Close-up
V001922,C00039,2023-12-28,Entertainment,Standard Video,Vietnamese,142,General,52,Text Overlay
V001923,C00721,2012-10-19,Sports,Short,Korean,22,Teen,46,Before-After
V001924,C01198,2025-08-08,Comedy,Short,Hindi,22,General,26,Face Close-up
V001925,C00977,2024-12-08,Film,Short,Hindi,17,General,12,Text Overlay
V001926,C01841,2014-06-15,Education,Standard Video,English,338,General,,Collage
V001927,C00993,2024-07-01,Lifestyle,Short,English,42,General,22,Text Overlay
V001928,C01005,2011-08-25,Music,Standard Video,Hindi,337,General,74,Before-After
V001929,C00858,2024-10-28,Lifestyle,Standard Video,English,2796,General,64,Before-After
V001930,C00766,2026-02-04,Technology,Premiere,Indonesian,2595,Teen,42,Before-After
V001931,C00502,2023-11-15,Music,Premiere,Spanish,158,General,64,Before-After
V001932,C00644,2025-10-12,Lifestyle,Standard Video,Vietnamese,560,Teen,24,Text Overlay
V001933,C00186,2024-07-05,Sports,Premiere,English,520,Teen,45,Minimalist
V001934,C01322,2023-10-13,Entertainment,Short,Vietnamese,33,General,28,Bright Colors
V001935,C00972,2021-02-15,Gaming,Standard Video,English,1061,Teen,89,Screenshot
V001936,C01924,2011-09-03,Technology,Short,Spanish,44,General,29,Text Overlay
V001937,C01584,2012-08-17,Sports,Standard Video,Marathi,260,Teen,72,Minimalist
V001938,C01988,2018-09-12,Film,Standard Video,Spanish,382,General,42,Bright Colors
V001939,C00581,2018-11-22,Education,Premiere,Portuguese,2236,General,34,Before-After
V001940,C01194,2024-07-31,News,Live Stream,German,3874,General,22,Screenshot
V001941,C00257,2022-12-17,Technology,Short,Filipino,18,General,8,Collage
V001942,C00928,2014-08-23,News,Live Stream,Portuguese,3685,General,77,Minimalist
V001943,C00697,2026-07-05,News,Standard Video,English,406,Teen,37,Bright Colors
V001944,C01597,2012-07-07,Lifestyle,Premiere,Vietnamese,315,Mature,56,Text Overlay
V001945,C01034,2015-07-02,Comedy,Short,English,24,General,38,Before-After
V001946,C01605,2025-12-26,Gaming,Standard Video,Japanese,1520,Teen,33,Minimalist
V001947,C01057,2024-09-12,News,Standard Video,Hindi,234,General,62,Before-After
V001948,C00721,2024-03-11,Sports,Standard Video,Korean,392,Teen,67,Screenshot
V001949,C01191,2023-07-13,Entertainment,Short,Hindi,22,General,30,Face Close-up
V001950,C01485,2026-01-29,News,Short,Korean,36,General,30,Face Close-up
V001951,C00452,2018-05-14,Technology,Short,Korean,31,General,20,Face Close-up
V001952,C00750,2020-07-12,Sports,Live Stream,Vietnamese,2654,General,43,Collage
V001953,C01319,2024-12-07,Entertainment,Standard Video,Thai,436,General,49,Face Close-up
V001954,C01121,2019-02-03,Gaming,Short,Portuguese,49,General,35,Minimalist
V001955,C01295,2023-09-08,Lifestyle,Standard Video,Portuguese,798,Teen,47,Before-After
V001956,C01164,2021-05-16,Comedy,Standard Video,Hindi,61,Teen,56,Bright Colors
V001957,C00812,2018-08-12,Education,Premiere,Filipino,160,Mature,39,Screenshot
V001958,C01584,2021-11-08,Sports,Standard Video,Marathi,791,Teen,50,Face Close-up
V001959,C01502,2025-03-29,Technology,Standard Video,Portuguese,203,General,44,Minimalist
V001960,C00549,2020-03-17,News,Standard Video,Japanese,292,General,19,Minimalist
V001961,C01643,2019-12-01,Comedy,Short,English,43,General,12,Bright Colors
V001962,C01658,2026-07-12,Gaming,Live Stream,English,10848,General,41,Text Overlay
V001963,C01455,2024-12-14,Sports,Short,English,31,General,30,Before-After
V001964,C01863,2023-09-14,Lifestyle,Standard Video,English,2412,General,40,
V001965,C01814,2020-05-05,Lifestyle,Short,Hindi,34,General,21,Before-After
V001966,C01860,2020-08-16,Lifestyle,Standard Video,English,297,General,36,Collage
V001967,C01914,2016-05-02,Music,Short,English,23,Teen,20,Screenshot
V001968,C00417,2012-10-08,Technology,Standard Video,Portuguese,647,Teen,38,Text Overlay
V001969,C00245,2010-11-14,Sports,Short,Hindi,58,General,12,Text Overlay
V001970,C00247,2026-01-22,Sports,Standard Video,English,193,General,38,Minimalist
V001971,C01119,2013-01-24,Film,Standard Video,Hindi,402,General,39,Face Close-up
V001972,C00369,2023-10-27,News,Standard Video,Portuguese,490,General,39,Face Close-up
V001973,C01386,2013-04-25,Education,Standard Video,Hindi,1247,Teen,47,Text Overlay
V001974,C00143,2026-03-16,News,Standard Video,Korean,156,Teen,32,Collage
V001975,C01463,2025-11-03,Comedy,Short,Portuguese,38,General,26,Text Overlay
V001976,C00751,2014-04-18,Gaming,Standard Video,Spanish,103,General,87,Text Overlay
V001977,C01852,2026-07-16,Film,Standard Video,Indonesian,1751,General,36,Before-After
V001978,C01978,2026-01-18,Technology,Standard Video,English,352,General,25,Minimalist
V001979,C00084,2026-04-09,Entertainment,Standard Video,Hindi,1836,General,61,Face Close-up
V001980,C01583,2022-07-11,Lifestyle,Short,English,46,General,10,Collage
V001981,C01391,2012-12-01,Education,Standard Video,Spanish,250,General,50,Text Overlay
V001982,C01785,2011-01-28,Sports,Short,Hindi,19,General,31,Minimalist
V001983,C00781,2022-01-07,Lifestyle,Standard Video,English,217,Teen,36,Text Overlay
V001984,C00184,2014-06-25,Entertainment,Live Stream,English,12271,General,73,Collage
V001985,C00893,2020-04-25,Music,Premiere,Thai,247,General,45,Face Close-up
V001986,C01123,2024-07-10,Film,Standard Video,Marathi,399,General,41,Face Close-up
V001987,C01015,2020-11-23,Education,Short,Hindi,59,General,29,Minimalist
V001988,C00596,2025-06-09,Film,Standard Video,Vietnamese,1373,General,38,Minimalist
V001989,C01201,2021-07-26,Music,Premiere,English,467,General,55,Before-After
V001990,C00576,2020-02-13,Technology,Short,French,18,Mature,25,Text Overlay
V001991,C00687,2024-12-01,Music,Short,Japanese,22,General,40,Bright Colors
V001992,C01597,2021-01-29,Lifestyle,Standard Video,Vietnamese,278,General,57,Minimalist
V001993,C01605,2026-01-24,Gaming,Live Stream,Japanese,11190,Teen,72,Bright Colors
V001994,C01178,2023-12-17,Entertainment,Standard Video,Hindi,365,General,44,Bright Colors
V001995,C00568,2017-11-26,News,Standard Video,German,245,Teen,25,Before-After
V001996,C00359,2023-10-22,Gaming,Short,Marathi,48,General,15,Screenshot
V001997,C01551,2014-07-27,Gaming,Standard Video,Hindi,986,General,33,Face Close-up
V001998,C00583,2025-10-21,Sports,Short,Portuguese,45,General,18,
V001999,C00108,2023-02-25,Sports,Standard Video,English,717,General,37,Before-After
V002000,C01670,2024-03-18,Entertainment,Standard Video,English,127,General,38,Minimalist
V002001,C00658,2020-01-02,Entertainment,Standard Video,Turkish,3938,General,70,Bright Colors
V002002,C01124,2014-09-19,Entertainment,Short,Spanish,55,General,29,Screenshot
V002003,C00655,2023-10-25,Entertainment,Short,Filipino,42,General,31,Bright Colors
V002004,C00811,2020-02-25,Gaming,Short,Indonesian,47,General,25,Face Close-up
V002005,C01415,2010-10-30,Gaming,Short,English,57,Teen,11,Text Overlay
V002006,C00309,2022-06-24,Sports,Short,Korean,48,Teen,30,Collage
V002007,C01561,2013-12-24,News,Standard Video,Turkish,1085,Mature,38,Bright Colors
V002008,C00977,2024-08-12,Film,Standard Video,English,81,General,25,Text Overlay
V002009,C01710,2025-08-19,Comedy,Short,Italian,31,General,26,Collage
V002010,C01620,2025-12-15,Film,Short,Korean,54,Teen,24,Collage
V002011,C00329,2010-02-20,Technology,Short,Korean,21,General,41,
V002012,C01274,2025-09-23,Education,Standard Video,English,642,General,58,Text Overlay
V002013,C01723,2024-08-01,Entertainment,Standard Video,Portuguese,182,General,40,Text Overlay
V002014,C00703,2026-07-18,Film,Standard Video,English,61,General,31,Text Overlay
V002015,C01235,2018-06-06,Comedy,Live Stream,English,10360,General,47,Bright Colors
V002016,C00168,2024-03-10,Gaming,Standard Video,Spanish,503,General,53,Screenshot
V002017,C01136,2023-06-25,Education,Standard Video,German,587,General,12,Screenshot
V002018,C00868,2021-07-28,Sports,Standard Video,Vietnamese,144,General,49,Screenshot
V002019,C01815,2024-07-06,Sports,Standard Video,Tamil,1083,,36,Face Close-up
V002020,C00803,2022-09-24,Technology,Standard Video,English,990,General,49,Face Close-up
V002021,C00559,2013-02-18,Film,Standard Video,Hindi,297,Teen,29,Collage
V002022,C00592,2010-08-28,Music,Short,English,43,General,12,Before-After
V002023,C01960,2024-01-03,Music,Short,Hindi,24,Teen,,Text Overlay
V002024,C00627,2023-12-19,Music,Standard Video,English,559,General,29,Minimalist
V002025,C01419,2020-06-08,Technology,Standard Video,Spanish,196,Teen,76,Collage
V002026,C00678,2023-04-16,Music,Live Stream,Portuguese,10336,General,27,Before-After
V002027,C00519,2011-04-09,Music,Short,Urdu,52,General,34,Minimalist
V002028,C01012,2018-11-06,Entertainment,Standard Video,Hindi,1044,General,41,Text Overlay
V002029,C01308,2023-12-04,Sports,Short,English,39,Teen,28,Bright Colors
V002030,C00310,2025-04-11,Film,Standard Video,Hindi,369,General,47,Text Overlay
V002031,C01346,2024-08-12,News,Short,English,28,General,37,Minimalist
V002032,C00081,2025-12-21,Sports,Short,English,31,General,28,Collage
V002033,C00319,2014-09-14,Gaming,Standard Video,Spanish,843,General,31,Bright Colors
V002034,C01547,2016-05-30,Gaming,Short,English,32,General,29,Screenshot
V002035,C00858,2024-05-13,Lifestyle,Short,Portuguese,24,General,32,Collage
V002036,C00700,2025-11-19,Music,Standard Video,Hindi,2084,General,37,Collage
V002037,C01524,2023-04-29,Sports,Live Stream,English,7598,General,44,Screenshot
V002038,C00018,2025-12-11,Comedy,Short,English,41,General,17,Collage
V002039,C00222,2017-06-19,Technology,Short,Hindi,56,Teen,40,Screenshot
V002040,C00630,2015-01-26,Technology,Standard Video,Hindi,81,Teen,40,Text Overlay
V002041,C01291,2020-02-25,Comedy,Standard Video,Portuguese,124,General,64,Screenshot
V002042,C00560,2018-10-31,Lifestyle,Short,Indonesian,17,General,31,Collage
V002043,C00178,2020-11-21,Gaming,Premiere,French,303,Teen,44,Screenshot
V002044,C01060,2024-03-19,Film,Premiere,English,1145,Teen,63,Text Overlay
V002045,C00415,2021-02-25,Music,Standard Video,English,1082,Mature,52,Text Overlay
V002046,C01231,2026-01-25,Education,Short,English,57,General,29,Face Close-up
V002047,C00549,2016-10-26,News,Short,Japanese,27,General,25,Bright Colors
V002048,C01212,2014-12-16,Gaming,Standard Video,English,154,,57,Text Overlay
V002049,C00101,2017-01-10,Entertainment,Standard Video,English,450,Teen,46,Minimalist
V002050,C00204,2023-03-08,Sports,Live Stream,Hindi,7260,General,47,Before-After
V002051,C01583,2025-08-13,Lifestyle,Standard Video,English,1290,General,57,Text Overlay
V002052,C01343,2021-04-04,Technology,Short,English,16,General,16,Screenshot
V002053,C01123,2024-08-30,Film,Short,Marathi,36,General,17,
V002054,C00705,2022-08-13,Entertainment,Standard Video,English,151,General,39,Minimalist
V002055,C01777,2023-11-27,Entertainment,Standard Video,Portuguese,2040,Teen,64,Screenshot
V002056,C00181,2026-05-11,Gaming,Short,Portuguese,53,General,25,Minimalist
V002057,C00695,2025-03-09,News,Short,Spanish,46,General,23,Before-After
V002058,C00181,2013-08-21,Lifestyle,Standard Video,Portuguese,1712,General,38,Bright Colors
V002059,C00769,2017-02-27,Education,Short,Tamil,22,General,27,Before-After
V002060,C01500,2018-11-13,Sports,Standard Video,Spanish,292,General,47,Before-After
V002061,C01335,2018-08-27,Sports,Short,Japanese,27,General,15,Screenshot
V002062,C00751,2021-07-31,Entertainment,Standard Video,English,463,General,61,Collage
V002063,C01960,2024-04-19,Music,Short,Hindi,24,Teen,25,Screenshot
V002064,C01137,2015-12-16,Education,Short,English,49,General,14,Minimalist
V002065,C01233,2025-07-04,Technology,Short,Spanish,38,General,24,Screenshot
V002066,C01039,2021-07-09,Lifestyle,Short,Hindi,24,Teen,8,Before-After
V002067,C00264,2016-01-19,Lifestyle,Standard Video,Spanish,589,General,23,Face Close-up
V002068,C01319,2026-02-11,News,Standard Video,Thai,4095,General,48,Before-After
V002069,C00173,2012-07-17,Gaming,Short,Portuguese,53,Teen,21,Face Close-up
V002070,C00942,2022-02-28,Gaming,Short,Filipino,41,General,8,
V002071,C01545,2023-11-26,Technology,Standard Video,English,64,General,33,Minimalist
V002072,C01819,2016-06-03,News,Short,Indonesian,55,General,15,Minimalist
V002073,C01076,2025-11-09,Entertainment,Short,English,32,Teen,24,Before-After
V002074,C01963,2021-04-03,Lifestyle,Short,Indonesian,18,General,26,Bright Colors
V002075,C01919,2018-07-29,Sports,Short,Vietnamese,37,Mature,13,Face Close-up
V002076,C00909,2014-09-02,Education,Standard Video,German,1467,Teen,27,Text Overlay
V002077,C00079,2025-03-18,Sports,Short,Portuguese,37,General,19,Bright Colors
V002078,C00361,2023-11-13,Technology,Standard Video,Indonesian,1900,General,46,Minimalist
V002079,C00245,2012-08-06,Sports,Standard Video,Hindi,271,General,62,Screenshot
V002080,C01671,2013-12-22,Film,Standard Video,English,235,General,44,Text Overlay
V002081,C01930,2015-07-01,Comedy,Standard Video,German,797,Teen,68,Minimalist
V002082,C01552,2015-05-21,Technology,Short,Filipino,44,Teen,26,Minimalist
V002083,C00287,2022-06-12,Gaming,Short,Korean,47,General,26,Collage
V002084,C01076,2022-08-09,Entertainment,Short,English,18,Teen,26,Text Overlay
V002085,C01432,2026-04-16,Gaming,Standard Video,English,1169,General,53,Face Close-up
V002086,C00776,2022-03-26,Lifestyle,Live Stream,Filipino,8057,General,53,Face Close-up
V002087,C00264,2025-03-05,Lifestyle,Standard Video,Spanish,198,General,39,Minimalist
V002088,C01482,2025-06-20,Film,Short,English,39,General,28,Bright Colors
V002089,C01693,2017-02-24,Entertainment,Standard Video,Hindi,788,General,45,Minimalist
V002090,C00794,2025-10-21,Music,Standard Video,English,117,General,34,Text Overlay
V002091,C00424,2012-04-04,Education,Standard Video,Hindi,146,General,56,
V002092,C00342,2014-06-19,Technology,Short,English,18,General,34,Face Close-up
V002093,C00259,2018-09-19,Entertainment,Standard Video,Portuguese,684,General,12,Minimalist
V002094,C01844,2019-10-07,Music,Short,Hindi,37,General,22,Face Close-up
V002095,C01735,2024-05-28,Education,Live Stream,English,6685,Teen,46,Face Close-up
V002096,C00726,2019-03-05,Education,Short,German,17,General,41,Text Overlay
V002097,C00352,2010-03-01,Entertainment,Standard Video,Hindi,1271,General,57,Face Close-up
V002098,C01291,2015-12-09,Comedy,Standard Video,Portuguese,157,General,39,Face Close-up
V002099,C00876,2010-11-11,Sports,Standard Video,English,194,Teen,57,Face Close-up
V002100,C00180,2016-12-25,Gaming,Standard Video,Spanish,350,General,35,Before-After
V002101,C00086,2011-02-26,Sports,Standard Video,Hindi,772,Teen,47,Face Close-up
V002102,C00506,2016-04-02,Technology,Standard Video,German,213,General,43,Minimalist
V002103,C01391,2015-11-06,Education,Standard Video,Hindi,993,General,67,Screenshot
V002104,C01161,2020-10-09,Gaming,Standard Video,Spanish,656,General,37,Bright Colors
V002105,C01492,2020-02-16,Comedy,Standard Video,Indonesian,320,General,60,Bright Colors
V002106,C01133,2021-05-29,Education,Standard Video,Italian,319,Teen,38,Text Overlay
V002107,C00254,2025-09-11,Gaming,Short,English,39,General,31,Collage
V002108,C01678,2017-12-03,Gaming,Standard Video,Hindi,359,General,37,Bright Colors
V002109,C00090,2017-09-19,Education,Premiere,English,377,General,39,Face Close-up
V002110,C00680,2017-08-13,Education,Short,Vietnamese,52,General,33,Screenshot
V002111,C01013,2016-11-24,Entertainment,Standard Video,Spanish,593,General,47,Face Close-up
V002112,C01123,2024-07-03,Comedy,Standard Video,Marathi,154,General,66,Bright Colors
V002113,C00877,2017-06-16,Film,Standard Video,English,245,General,51,Text Overlay
V002114,C01509,2024-05-30,News,Standard Video,Spanish,632,General,61,Before-After
V002115,C01128,2023-09-04,Gaming,Short,English,26,General,14,Screenshot
V002116,C00928,2024-10-22,News,Standard Video,Portuguese,247,General,43,Minimalist
V002117,C00352,2014-06-03,Entertainment,Standard Video,English,170,General,44,Bright Colors
V002118,C00659,2012-05-28,Education,Standard Video,English,443,,47,Minimalist
V002119,C01863,2020-11-05,Film,Standard Video,English,388,General,10,Collage
V002120,C01039,2017-05-15,Lifestyle,Premiere,English,394,Teen,45,Bright Colors
V002121,C01764,2024-08-16,Technology,Standard Video,Spanish,246,General,23,Before-After
V002122,C01091,2020-07-12,Entertainment,Standard Video,Spanish,544,General,25,Minimalist
V002123,C01005,2016-03-05,Lifestyle,Standard Video,Hindi,900,General,60,Face Close-up
V002124,C01572,2012-03-16,Sports,Standard Video,Hindi,378,,43,Screenshot
V002125,C00371,2015-10-23,Sports,Short,English,26,General,19,Face Close-up
V002126,C00799,2021-02-04,Lifestyle,Short,German,56,Mature,18,Text Overlay
V002127,C01589,2018-09-19,Gaming,Standard Video,Portuguese,1370,General,31,Screenshot
V002128,C00259,2024-07-05,Entertainment,Standard Video,Portuguese,497,General,61,Collage
V002129,C01862,2020-03-05,Lifestyle,Short,Portuguese,33,Teen,13,Text Overlay
V002130,C01960,2025-06-27,Gaming,Short,Hindi,33,Teen,32,Screenshot
V002131,C01013,2014-10-08,Entertainment,Standard Video,Spanish,821,General,68,Screenshot
V002132,C01511,2019-07-26,Gaming,Standard Video,English,431,General,30,Text Overlay
V002133,C01257,2016-02-17,Gaming,Short,French,28,General,38,Face Close-up
V002134,C00694,2024-02-20,Sports,Standard Video,Japanese,369,General,41,Bright Colors
V002135,C00799,2019-01-19,Lifestyle,Standard Video,German,275,Mature,50,Minimalist
V002136,C00772,2011-06-16,Sports,Standard Video,Portuguese,458,General,63,Bright Colors
V002137,C01802,2019-03-27,Music,Short,English,52,General,8,Bright Colors
V002138,C00899,2016-07-16,Sports,Premiere,English,185,General,50,Bright Colors
V002139,C00014,2012-09-23,Lifestyle,Standard Video,German,345,General,46,
V002140,C00443,2026-04-29,Music,Premiere,Spanish,480,Teen,63,Text Overlay
V002141,C01587,2013-02-02,Education,Premiere,Portuguese,1040,Mature,42,Bright Colors
V002142,C01677,2023-02-03,Education,Premiere,English,738,General,39,Bright Colors
V002143,C01506,2015-06-20,Gaming,Standard Video,English,917,Teen,31,Text Overlay
V002144,C01383,2018-11-12,Entertainment,Short,Japanese,40,General,28,Minimalist
V002145,C01383,2016-08-11,Entertainment,Short,Japanese,23,General,23,Text Overlay
V002146,C01426,2018-03-28,Technology,Standard Video,Vietnamese,877,General,44,Screenshot
V002147,C00613,2011-09-03,Entertainment,Short,English,43,General,37,Collage
V002148,C01180,2011-10-02,Music,Standard Video,Korean,1289,General,59,Minimalist
V002149,C00575,2014-04-26,Lifestyle,Premiere,Tamil,430,General,53,Minimalist
V002150,C00783,2017-11-07,Sports,Standard Video,English,206,General,58,Before-After
V002151,C01704,2013-12-24,Sports,Standard Video,English,609,General,,Collage
V002152,C01372,2025-05-20,Sports,Short,Hindi,36,General,14,Screenshot
V002153,C01987,2013-02-13,News,Standard Video,German,568,General,51,Text Overlay
V002154,C01639,2025-09-10,Technology,Standard Video,Hindi,3199,General,47,Bright Colors
V002155,C01978,2021-11-05,Technology,Standard Video,Hindi,338,General,44,Before-After
V002156,C01502,2026-02-11,Music,Short,Portuguese,42,General,20,Collage
V002157,C00382,2025-06-25,Sports,Standard Video,Hindi,350,General,43,Screenshot
V002158,C00261,2024-04-08,Technology,Standard Video,Vietnamese,921,Teen,44,Face Close-up
V002159,C00522,2022-01-26,Comedy,Standard Video,Japanese,143,General,38,Minimalist
V002160,C01626,2012-09-02,Technology,Standard Video,Hindi,638,General,63,Collage
V002161,C01921,2017-07-06,Sports,Short,English,15,General,16,Before-After
V002162,C00443,2024-07-25,Music,Standard Video,Spanish,208,Teen,32,Text Overlay
V002163,C00370,2023-02-19,Education,Short,English,20,General,49,Face Close-up
V002164,C01186,2021-02-07,Sports,Standard Video,English,211,Teen,34,Minimalist
V002165,C01748,2019-12-02,Music,Standard Video,English,346,General,26,Screenshot
V002166,C00818,2019-12-29,Comedy,Standard Video,Spanish,178,General,49,Before-After
V002167,C00955,2020-02-28,Gaming,Standard Video,Urdu,233,Mature,54,
V002168,C00637,2026-07-22,Entertainment,Standard Video,English,1684,General,46,Screenshot
V002169,C00452,2016-01-25,Entertainment,Standard Video,Korean,254,General,75,Bright Colors
V002170,C00112,2025-06-13,Gaming,Short,Filipino,32,General,30,Screenshot
V002171,C00422,2026-07-17,Music,Live Stream,English,12344,General,31,Bright Colors
V002172,C01648,2013-08-27,News,Live Stream,Spanish,9206,General,51,Bright Colors
V002173,C01639,2025-08-27,Technology,Standard Video,Hindi,632,General,44,Text Overlay
V002174,C01304,2025-04-09,Gaming,Standard Video,English,302,General,40,Collage
V002175,C00559,2014-05-27,Education,Short,Hindi,23,General,9,Minimalist
V002176,C01249,2024-05-20,Sports,Short,Portuguese,31,Teen,13,Before-After
V002177,C01293,2019-02-04,Sports,Short,Filipino,37,General,13,Face Close-up
V002178,C00265,2024-12-26,Music,Short,Indonesian,51,General,24,Screenshot
V002179,C00863,2024-01-30,Education,Standard Video,English,728,General,53,Screenshot
V002180,C00003,2025-09-21,Education,Standard Video,Hindi,232,General,39,Before-After
V002181,C01698,2020-10-28,Film,Standard Video,German,1483,General,85,Minimalist
V002182,C00452,2016-06-21,Entertainment,Standard Video,Korean,203,General,39,Bright Colors
V002183,C00255,2014-08-12,Comedy,Premiere,English,397,Teen,60,Face Close-up
V002184,C00330,2013-03-27,Film,Premiere,English,702,Mature,41,Text Overlay
V002185,C00480,2025-10-14,Music,Standard Video,Spanish,284,General,56,Face Close-up
V002186,C00655,2023-03-25,Entertainment,Short,Filipino,34,General,33,Text Overlay
V002187,C00592,2024-11-26,Music,Short,English,28,General,10,Before-After
V002188,C00716,2011-09-29,Gaming,Standard Video,English,1328,General,67,Before-After
V002189,C00865,2019-10-26,Gaming,Short,Spanish,59,General,34,Text Overlay
V002190,C00735,2016-03-25,Sports,Short,English,50,General,39,Collage
V002191,C00586,2026-06-24,Education,Standard Video,English,382,General,44,Face Close-up
V002192,C01569,2019-01-13,News,Standard Video,French,685,General,27,Minimalist
V002193,C00876,2025-04-24,Sports,Standard Video,English,2170,Teen,51,Face Close-up
V002194,C01614,2013-07-21,Comedy,Standard Video,Portuguese,171,General,52,Bright Colors
V002195,C00591,2012-12-12,Gaming,Standard Video,English,643,Teen,39,Text Overlay
V002196,C01311,2023-06-13,Entertainment,Short,Portuguese,19,General,39,Bright Colors
V002197,C01802,2011-06-01,Music,Short,English,34,General,19,Minimalist
V002198,C01060,2022-11-12,Lifestyle,Short,Portuguese,35,Teen,38,Text Overlay
V002199,C01561,2014-04-26,Gaming,Live Stream,Turkish,12895,Mature,44,Bright Colors
V002200,C01560,2013-08-23,Technology,Standard Video,English,229,Teen,36,Minimalist
V002201,C00024,2022-09-23,Comedy,Standard Video,Indonesian,694,General,53,Before-After
V002202,C01389,2020-03-15,Gaming,Premiere,Hindi,413,General,66,Before-After
V002203,C01064,2021-07-27,Education,Standard Video,Thai,327,Teen,61,Bright Colors
V002204,C01371,2018-04-12,Entertainment,Standard Video,Spanish,906,General,41,Screenshot
V002205,C00006,2012-10-08,Comedy,Standard Video,Korean,277,General,38,Bright Colors
V002206,C00847,2012-08-25,Lifestyle,Short,English,59,Teen,24,Text Overlay
V002207,C00469,2023-12-28,Sports,Standard Video,English,528,General,49,Face Close-up
V002208,C00186,2025-05-10,Sports,Short,English,56,General,12,Collage
V002209,C01841,2010-11-01,Education,Standard Video,English,841,General,47,Screenshot
V002210,C00264,2015-10-04,Lifestyle,Short,Spanish,22,General,26,Collage
V002211,C01815,2023-01-05,Sports,Standard Video,Tamil,418,General,20,Collage
V002212,C00583,2022-12-25,Sports,Standard Video,Portuguese,1589,General,42,Minimalist
V002213,C01850,2023-03-25,Gaming,Standard Video,English,275,General,48,Minimalist
V002214,C00727,2020-12-22,Sports,Standard Video,Spanish,691,General,74,Bright Colors
V002215,C01959,2023-05-28,Education,Short,Spanish,35,General,24,Bright Colors
V002216,C00914,2025-04-19,Comedy,Standard Video,Bengali,319,Teen,43,Text Overlay
V002217,C00020,2019-03-01,Gaming,Standard Video,English,625,General,59,Bright Colors
V002218,C00310,2025-09-09,Film,Standard Video,Hindi,158,General,30,Before-After
V002219,C00079,2023-04-23,Gaming,Short,Portuguese,29,General,31,Screenshot
V002220,C01346,2023-11-02,News,Standard Video,English,1248,General,65,Before-After
V002221,C00680,2014-05-05,Education,Short,Vietnamese,45,General,11,Text Overlay
V002222,C00286,2019-06-05,Entertainment,Short,Hindi,24,General,23,Bright Colors
V002223,C01529,2025-04-13,Technology,Standard Video,German,279,General,51,Collage
V002224,C01233,2024-11-30,Technology,Standard Video,Spanish,830,General,46,Before-After
V002225,C01385,2024-01-28,Sports,Standard Video,Hindi,181,General,32,
V002226,C01800,2011-12-01,Gaming,Short,Hindi,22,Teen,27,Bright Colors
V002227,C00068,2018-03-30,Entertainment,Standard Video,Spanish,567,Teen,40,Text Overlay
V002228,C00418,2025-05-03,Education,Short,Italian,34,Teen,17,Before-After
V002229,C00629,2011-06-21,Sports,Standard Video,Indonesian,662,General,67,Screenshot
V002230,C01013,2018-11-23,Entertainment,Premiere,Spanish,1171,General,33,Text Overlay
V002231,C00622,2022-05-20,Entertainment,Short,German,44,Teen,29,Screenshot
V002232,C00659,2011-09-21,News,Standard Video,English,479,General,57,Before-After
