user_id,signup_date,country,region,age_group,preferred_language,subscription_type,acquisition_channel,preferred_device,account_status
U003234,2026-04-28,India,West India,35-44,Bengali,Free,Organic Search,TV,Active
U003235,2026-07-18,Brazil,Northeast,13-17,Portuguese,Free,Pre-installed App,Tablet,Active
U003236,2025-10-25,Mexico,Northern Mexico,18-24,English,Free,Organic Search,Mobile,Active
U003237,2022-09-25,Mexico,Yucatan,25-34,Spanish,Free,Pre-installed App,Mobile,Active
U003238,2025-12-16,Spain,,25-34,English,Free,Organic Search,Desktop,Active
U003239,2026-01-22,United Kingdom,Scotland,35-44,English,Free,Social Media,Mobile,Active
U003240,2026-05-23,Mexico,Southern Mexico,25-34,English,YouTube Premium,Organic Search,Mobile,Active
U003241,2025-06-27,United Kingdom,Northern Ireland,65+,English,Free,Organic Search,Desktop,Active
U003242,2025-07-09,Philippines,,25-34,Filipino,Free,Google Ads,Mobile,Active
U003243,2025-04-17,Italy,,18-24,Italian,Premium Trial,Organic Search,Mobile,Active
U003244,2026-02-22,INDIA,South India,35-44,Hindi,Free,Social Media,Mobile,Active
U003245,2026-03-21,Germany,Baden-Wurttemberg,25-34,German,Free,Social Media,Desktop,Active
U003246,2023-04-17,India,South India,25-34,Hindi,Free,Organic Search,Mobile,Active
U003247,2026-05-08,India,North India,35-44,Hindi,Free,Pre-installed App,TV,Active
U003248,2025-06-13,Germany,Berlin,13-17,German,Free,Organic Search,Desktop,Active
U003249,2021-07-20,Mexico,Yucatan,35-44,Spanish,Free,Social Media,Desktop,Active
U003250,2025-07-22,Pakistan,,18-24,Urdu,Free,Direct,mobile,Active
U003251,2025-04-18,Brazil,Central-West,18-24,English,Free,Google Ads,Mobile,Active
U003252,2022-05-20,India,North India,25-34,Hindi,YouTube Premium,Google Ads,Mobile,Active
U003253,2025-12-25,Vietnam,,18-24,English,Free,Google Ads,Mobile,Inactive
U003254,2025-05-21,Mexico,Southern Mexico,25-34,Spanish,Free,Pre-installed App,Mobile,Active
U003255,2025-10-29,United States,Northeast,18-24,English,YouTube Premium,Pre-installed App,Desktop,Active
U003256,2021-06-25,Indonesia,Sumatra,18-24,Indonesian,Free,Organic Search,Tablet,Active
U003257,2025-07-31,Mexico,Southern Mexico,13-17,Spanish,Free,Organic Search,Desktop,Churned
U003258,2026-01-20,United States,Northeast,18-24,Spanish,YouTube Premium,Organic Search,Desktop,Active
U003259,2025-04-26,Philippines,,35-44,Filipino,Free,Social Media,Mobile,Churned
U003260,2026-03-03,Vietnam,,18-24,English,YouTube Premium,Referral,TV,Active
U003261,2026-07-13,India,North India,18-24,Tamil,Premium Trial,Social Media,TV,Active
U003262,2020-11-20,Indonesia,Bali & Nusa Tenggara,65+,Indonesian,Free,Direct,Desktop,Active
U003263,2025-12-10,United States,Northeast,55-64,Spanish,Free,Social Media,Mobile,Inactive
U003264,2022-12-09,South Korea,,18-24,Korean,Free,Social Media,Mobile,Active
U003265,2026-07-11,Indonesia,Kalimantan,18-24,Indonesian,Free,Google Ads,Mobile,Active
U003266,2026-02-02,India,East India,45-54,Tamil,Free,Pre-installed App,Mobile,Active
U003267,2025-11-25,United Kingdom,Northern Ireland,35-44,English,YouTube Premium,Pre-installed App,Desktop,Active
U003268,2025-07-22,United States,West,13-17,English,Free,Organic Search,TV,Active
U003269,2025-05-14,Italy,,35-44,Italian,Premium Trial,Google Ads,TV,Inactive
U003270,2026-06-02,India,North India,35-44,Hindi,Free,Organic Search,Desktop,Active
U003271,2023-09-14,india,North India,13-17,Bengali,YouTube Premium,Direct,Desktop,Active
U003272,2023-08-15,Thailand,,25-34,Thai,Free,Pre-installed App,Desktop,Active
U003273,2025-03-21,Italy,,25-34,Italian,Premium Trial,Direct,Mobile,Active
U003274,2023-02-11,India,Central India,18-24,Hindi,YouTube Premium,Social Media,Mobile,Churned
U003275,2023-06-01,Brazil,Central-West,25-34,Portuguese,Free,Social Media,Desktop,Active
U003276,2024-08-26,Australia,New South Wales,18-24,English,Free,Organic Search,Mobile,Active
U003277,2023-05-30,United States,South,13-17,English,Free,Google Ads,Mobile,Active
U003278,2021-11-30,France,,13-17,English,Free,Social Media,Mobile,Active
U003279,2026-02-01,Mexico,Northern Mexico,35-44,Spanish,Free,Social Media,Mobile,Active
U003280,2026-05-06,Pakistan,,45-54,,Free,Social Media,TV,Churned
U003281,2024-07-13,United Kingdom,Northern Ireland,18-24,English,Free,Organic Search,Tablet,Inactive
U003282,2025-08-21,Pakistan,,18-24,Urdu,Free,Google Ads,Mobile,Active
U003283,2026-06-23,United States,West,25-34,English,Free,Pre-installed App,Mobile,Active
U003284,2026-07-12,Thailand,,25-34,Thai,Free,Google Ads,Desktop,Active
U003285,2026-02-04,Brazil,North,25-34,English,Free,Google Ads,Desktop,Active
U003286,2025-01-13,India,East India,25-34,Hindi,Free,Social Media,Tablet,Active
U003287,2023-07-04,Nigeria,,25-34,English,Free,Google Ads,Desktop,Churned
U003288,2025-09-21,United States,,35-44,Spanish,Free,Pre-installed App,Mobile,Active
U003289,2025-11-06,India,West India,35-44,Marathi,Free,Pre-installed App,Desktop,Active
U003290,2026-04-01,Germany,Bavaria,25-34,German,Free,Organic Search,Mobile,Active
U003291,2025-09-05,Nigeria,,18-24,English,Premium Trial,Google Ads,Mobile,Active
U003292,2025-07-25,Vietnam,,18-24,Vietnamese,YouTube Premium,Referral,Mobile,Active
U003293,2023-07-11,United States,Northeast,25-34,Spanish,Free,Referral,TV,Active
U003294,2024-03-30,United States,South,25-34,,Premium Trial,Organic Search,Mobile,Active
U003295,2024-07-23,United States,Northeast,18-24,Spanish,YouTube Premium,Google Ads,Mobile,Active
U003296,2022-01-15,Germany,Berlin,35-44,English,Free,Pre-installed App,Desktop,Active
U003297,2025-06-24,India,North India,25-34,Hindi,Free,Google Ads,Mobile,Active
U003298,2024-02-04,France,,18-24,English,Free,Organic Search,Mobile,Active
U003299,2021-04-15,Spain,,35-44,English,Free,Social Media,Desktop,Active
U003300,2025-10-19,South Korea,,35-44,Korean,Free,Pre-installed App,Desktop,Active
U003301,2024-01-22,Brazil,South,25-34,Portuguese,Free,Organic Search,TV,Active
U003302,2026-03-13,Mexico,Northern Mexico,55-64,Spanish,Free,Referral,Desktop,Inactive
U003303,2025-10-09,Indonesia,Kalimantan,,English,Free,Social Media,Desktop,Churned
U003304,2025-07-24,Japan,Kyushu,65+,Japanese,Free,Social Media,Mobile,Active
U003305,2024-02-07,France,,25-34,English,Free,Social Media,Mobile,Inactive
U003306,2026-01-17,FRANCE,,25-34,French,YouTube Premium,Referral,Mobile,Active
U003307,2025-11-03,United States,Midwest,25-34,English,YouTube Premium,Social Media,Desktop,Active
U003308,2025-09-05,India,West India,18-24,Hindi,Free,Google Ads,Desktop,Active
U003309,2025-07-25,Mexico,Central Mexico,55-64,Spanish,Free,Direct,Mobile,Active
U003310,2025-09-13,India,South India,25-34,Hindi,Free,Google Ads,Mobile,Active
U003311,2025-02-17,United Kingdom,England,18-24,English,Free,Referral,Mobile,Active
U003312,2023-03-08,Germany,Baden-Wurttemberg,18-24,German,YouTube Premium,Referral,Desktop,Active
U003313,2025-04-19,United Kingdom,Northern Ireland,18-24,English,Free,Google Ads,Mobile,Active
U003314,2022-10-31,United States,Midwest,65+,English,Free,Organic Search,Mobile,Active
U003315,2025-10-10,Philippines,,25-34,English,YouTube Premium,Referral,Desktop,Active
U003316,2026-04-25,United States,South,45-54,English,Free,Google Ads,Tablet,Inactive
U003317,2024-04-03,Brazil,Central-West,18-24,Portuguese,YouTube Premium,Organic Search,Mobile,Active
U003318,2026-05-01,Germany,Berlin,18-24,German,Free,Organic Search,TV,Active
U003319,2025-12-25,United States,Northeast,45-54,English,Free,Organic Search,Mobile,Active
U003320,2025-08-25,South Korea,,35-44,English,Free,Google Ads,Mobile,Active
U003321,2026-05-24,United States,West,55-64,English,Free,Google Ads,TV,Active
U003322,2026-03-15,France,,35-44,English,YouTube Premium,Referral,Mobile,Active
U003323,2025-07-25,Australia,Queensland,25-34,English,Free,Social Media,Mobile,Active
U003324,2022-10-05,Brazil,Central-West,35-44,English,Free,Organic Search,Mobile,Active
U003325,2023-10-15,India,East India,45-54,Hindi,Free,Pre-installed App,Tablet,Active
U003326,2025-04-30,United States,Northeast,55-64,Spanish,Free,Direct,Mobile,Active
U003327,2026-07-24,Nigeria,,25-34,English,Free,Pre-installed App,Desktop,Inactive
U003328,2021-08-14,India,Central India,45-54,Hindi,Free,Google Ads,Mobile,Active
U003329,2020-12-13,South Korea,,18-24,Korean,Free,Pre-installed App,Mobile,Active
U003330,2026-05-21,Japan,Chubu,25-34,Japanese,YouTube Premium,Organic Search,Mobile,Active
U003331,2025-05-11,Pakistan,,25-34,Urdu,Free,Google Ads,Mobile,Inactive
U003332,2025-12-26,Nigeria,,13-17,English,Free,Referral,Mobile,Churned
U003333,2026-04-19,Philippines,,35-44,Filipino,Free,Social Media,Mobile,Active
U003334,2025-12-04,India,West India,25-34,Hindi,Free,Organic Search,Mobile,Active
U003335,2025-08-17,Philippines,,25-34,Filipino,Free,Social Media,Mobile,Inactive
U003336,2025-09-05,United Kingdom,Scotland,35-44,English,Free,Direct,Game Console,Active
U003337,2024-12-15,Japan,Hokkaido,35-44,Japanese,Free,Google Ads,TV,Active
U003338,2023-04-06,France,,35-44,French,Premium Trial,Google Ads,Desktop,Active
U003339,2026-04-15,Mexico,Southern Mexico,25-34,Spanish,Free,Organic Search,Desktop,Inactive
U003340,2024-05-11,Japan,Kyushu,18-24,Japanese,Free,Pre-installed App,Desktop,Active
U003341,2026-06-22,Mexico,Yucatan,35-44,Spanish,Premium Trial,Social Media,Mobile,Inactive
U003342,2022-11-19,Philippines,,55-64,Filipino,Free,Social Media,Desktop,Active
U003343,2026-04-23,Australia,Queensland,35-44,English,Premium Trial,Organic Search,Mobile,Active
U003344,2025-12-06,Japan,Hokkaido,18-24,Japanese,Free,Referral,Desktop,Inactive
U003345,2025-07-15,United States,South,25-34,English,Free,Social Media,Mobile,Active
U003346,2025-05-12,Indonesia,Java,25-34,,Free,Social Media,Mobile,Active
U003347,2025-06-30,Italy,,55-64,Italian,Free,Referral,Desktop,Active
U003348,2025-02-06,India,North India,45-54,Marathi,Free,Pre-installed App,Mobile,Active
U003349,2025-02-01,Canada,British Columbia,18-24,English,Free,Referral,Desktop,Active
U003350,2026-04-07,Turkey,,18-24,Turkish,Free,Referral,Mobile,Active
U003351,2025-09-01,United States,West,45-54,English,Free,Google Ads,Mobile,Active
U003352,2026-02-10,South Korea,,35-44,Korean,Free,Google Ads,Desktop,Inactive
U003353,2025-09-22,Philippines,,35-44,Filipino,Free,Social Media,Mobile,Active
U003354,2026-01-23,Italy,,18-24,Italian,YouTube Premium,Organic Search,TV,Active
U003355,2025-07-01,Indonesia,Sulawesi,35-44,Indonesian,YouTube Premium,Direct,Desktop,Churned
U003356,2025-11-09,Germany,North Rhine-Westphalia,45-54,German,Free,Google Ads,Game Console,Active
U003357,2025-07-25,United States,West,25-34,Spanish,Free,Organic Search,Mobile,Active
U003358,2025-07-25,Brazil,South,35-44,Portuguese,Free,Organic Search,Mobile,Active
U003359,2023-11-26,India,South India,18-24,Hindi,YouTube Premium,Social Media,Tablet,Active
U003360,2021-10-31,Japan,Kyushu,45-54,Japanese,Premium Trial,Organic Search,Mobile,Active
U003361,2026-04-06,India,North India,18-24,Hindi,Free,Pre-installed App,Mobile,Active
U003362,2026-04-09,Canada,Alberta,25-34,English,Free,Organic Search,Mobile,Active
U003363,2025-05-28,United States,Midwest,18-24,English,Free,Social Media,Mobile,Active
U003364,2025-06-30,Vietnam,,65+,Vietnamese,Free,Google Ads,TV,Active
U003365,2026-02-04,Spain,,35-44,English,Free,Organic Search,Mobile,Active
U003366,2026-07-07,Brazil,Northeast,65+,Portuguese,Free,Pre-installed App,TV,Active
U003367,2023-04-02,India,West India,35-44,Hindi,YouTube Premium,Google Ads,TV,Active
U003368,2021-10-10, Brazil ,Central-West,25-34,Portuguese,YouTube Premium,Referral,Mobile,Active
U003369,2026-01-22,Thailand,,55-64,Thai,Free,Organic Search,Desktop,Churned
U003370,2025-09-29,Italy,,18-24,Italian,Free,Pre-installed App,Desktop,Active
U003371,2023-03-11,Germany,Berlin,65+,German,Free,Organic Search,Desktop,Inactive
U003372,2026-04-04,United Kingdom,Scotland,18-24,English,Free,Social Media,Desktop,Active
U003373,2024-11-05,Indonesia,Bali & Nusa Tenggara,25-34,Indonesian,Free,Social Media,Mobile,Active
U003374,2026-03-04,Indonesia,Kalimantan,45-54,Indonesian,YouTube Premium,Google Ads,Game Console,Active
U003375,2024-07-20,Mexico,Yucatan,25-34,English,Free,Pre-installed App,Mobile,Inactive
U003376,2025-11-15,Brazil,South,35-44,Portuguese,Free,Organic Search,Mobile,Active
U003377,2026-02-12,Pakistan,,25-34,Urdu,Free,Social Media,Mobile,Churned
U003378,2025-05-02,Canada,Ontario,25-34,English,YouTube Premium,Pre-installed App,Desktop,Active
U003379,2025-02-19,France,,35-44,French,Free,Pre-installed App,Tablet,Active
U003380,2024-11-17,United States,West,25-34,English,Free,Pre-installed App,Desktop,Churned
U003381,2026-03-23,United States,Midwest,35-44,English,Free,Social Media,Mobile,Active
U003382,2022-01-19,Spain,,18-24,English,Free,Pre-installed App,Mobile,Active
U003383,2023-11-07,India,East India,18-24,Hindi,Free,Social Media,TV,Inactive
U003384,2023-02-04,Brazil,Central-West,55-64,Portuguese,Free,Social Media,Mobile,Active
U003385,2025-08-23,India,West India,25-34,Hindi,Premium Trial,Google Ads,Tablet,Inactive
U003386,2024-01-06,United States,Midwest,35-44,Spanish,Free,Social Media,Mobile,Inactive
U003387,2025-07-13,Brazil,Central-West,18-24,Portuguese,Free,Organic Search,Tablet,Active
U003388,2024-08-24,India,North India,13-17,Hindi,Free,Organic Search,Tablet,Active
U003389,2025-08-07,Japan,Kanto,25-34,Japanese,Free,Google Ads,Mobile,Active
U003390,2026-04-13,Brazil,Northeast,18-24,English,Free,Referral,TV,Active
U003391,2026-02-10,Brazil,Central-West,25-34,Portuguese,Free,Pre-installed App,Mobile,Active
U003392,2024-11-01,Nigeria,,25-34,English,YouTube Premium,Pre-installed App,Mobile,Inactive
U003393,2023-06-27,Brazil,North,25-34,Portuguese,Free,Google Ads,Desktop,Active
U003394,2026-05-19,India,North India,35-44,Kannada,Free,Referral,Tablet,Active
U003395,2023-01-18,Germany,Berlin,25-34,German,Free,Direct,Mobile,Active
U003396,2024-01-13,Germany,Bavaria,25-34,German,Free,Direct,Mobile,Churned
U003397,2026-01-14,Indonesia,Sulawesi,18-24,Indonesian,Free,Organic Search,Mobile,Active
U003398,2025-08-11,India,North India,18-24,Hindi,YouTube Premium,Social Media,Desktop,Active
U003399,2023-07-25,Italy,,45-54,Italian,YouTube Premium,Organic Search,Mobile,Inactive
U003400,2024-08-09,United States,Northeast,35-44,Spanish,Free,Social Media,Desktop,Active
U003401,2026-02-16,United States,South,18-24,English,Free,Direct,Mobile,Active
U003402,2025-04-22,India,West India,55-64,Hindi,Free,Direct,Mobile,Active
U003403,2022-10-06,Vietnam,,55-64,Vietnamese,Free,Social Media,Mobile,Active
U003404,2024-11-09,Japan,Chubu,35-44,Japanese,Free,Google Ads,Mobile,Active
U003405,2022-06-19,SOUTH KOREA,,18-24,Korean,Free,Social Media,Mobile,Active
U003406,2025-04-11,Vietnam,,18-24,English,Free,Social Media,Mobile,Inactive
U003407,2022-08-03,United States,Northeast,25-34,English,Free,Organic Search,Mobile,Active
U003408,2025-10-23,Nigeria,,18-24,English,Free,Google Ads,Mobile,Active
U003409,2020-10-11,United States,West,25-34,Spanish,Free,Referral,Mobile,Active
U003410,2025-09-10,South Korea,,25-34,English,Free,Organic Search,Mobile,Active
U003411,2023-04-04,India,North India,25-34,Hindi,Free,Organic Search,Mobile,Active
U003412,2026-03-06,Brazil,Central-West,35-44,English,Free,Social Media,Mobile,Active
U003413,2025-07-12,Spain,,25-34,Spanish,Free,Organic Search,Desktop,Active
U003414,2026-03-03,Philippines,,18-24,Filipino,YouTube Premium,Pre-installed App,TV,Churned
U003415,2026-06-17,United States,West,18-24,Spanish,Free,Organic Search,Mobile,Active
U003416,2025-08-21,Philippines,,35-44,English,Premium Trial,Social Media,Mobile,Active
U003417,2023-05-09,India,,13-17,Bengali,Free,Pre-installed App,Mobile,Active
U003418,2025-06-28,India,South India,65+,Telugu,Free,Direct,Mobile,Active
U003419,2026-06-01,Brazil,Northeast,25-34,English,YouTube Premium,Referral,Mobile,Active
U003420,2024-08-09,Italy,,45-54,Italian,Free,Organic Search,Desktop,Active
U003421,2021-11-03,Japan,Kyushu,45-54,Japanese,Free,Organic Search,Desktop,Active
U003422,2026-03-20,India,East India,35-44,Hindi,Free,Social Media,Tablet,Inactive
U003423,2025-06-18,Japan,Kyushu,45-54,Japanese,YouTube Premium,Social Media,Mobile,Active
U003424,2026-05-10,Canada,Ontario,18-24,English,Free,Social Media,Desktop,Active
U003425,2026-04-28,Japan,Kansai,35-44,Japanese,Free,Google Ads,TV,Churned
U003426,2025-06-23,United States,South,25-34,Spanish,Free,Organic Search,Mobile,Inactive
U003427,2026-04-13,Spain,,35-44,Spanish,YouTube Premium,Direct,Mobile,Active
U003428,2021-07-18,Australia,New South Wales,45-54,English,Free,Organic Search,Desktop,Active
U003429,2022-12-27,Indonesia,Kalimantan,18-24,Indonesian,Free,Organic Search,Mobile,Active
U003430,2025-05-28,Turkey,,25-34,English,Free,Organic Search,TV,Churned
U003431,2025-05-09,United States,Midwest,25-34,Spanish,Free,Referral,Mobile,Active
U003432,2024-03-08,United States,Midwest,18-24,Spanish,YouTube Premium,Direct,TV,Inactive
U003433,2023-06-12,Indonesia,Kalimantan,35-44,Indonesian,Free,Social Media,Desktop,Active
U003434,2026-02-12,South Korea,,18-24,Korean,Free,Organic Search,Mobile,Active
U003435,2026-06-17,Nigeria,,25-34,English,Free,Social Media,Desktop,Active
U003436,2024-03-30,Thailand,,65+,English,Free,Organic Search,Mobile,Active
U003437,2026-07-01,Pakistan,,25-34,Urdu,YouTube Premium,Organic Search,Mobile,Active
U003438,2025-08-14,Nigeria,,25-34,English,Free,Social Media,Mobile,Active
U003439,2025-10-12,France,,25-34,French,Free,Direct,Desktop,Active
U003440,2024-08-25,India,South India,25-34,Hindi,YouTube Premium,Social Media,Tablet,Active
U003441,2025-08-24,Germany,North Rhine-Westphalia,25-34,German,Free,Social Media,TV,Active
U003442,2026-03-10,India,West India,18-24,Hindi,Free,Direct,Mobile,Churned
U003443,2025-12-20,Indonesia,Sumatra,18-24,Indonesian,Free,Google Ads,Mobile,Active
U003444,2025-10-23,Indonesia,Kalimantan,45-54,English,Premium Trial,Referral,Mobile,Active
U003445,2025-06-20,Philippines,,18-24,English,Free,Google Ads,Desktop,Active
U003446,2026-03-30,Australia,New South Wales,18-24,English,YouTube Premium,Social Media,Desktop,Active
U003447,2025-07-25,India,North India,18-24,,Free,Organic Search,Mobile,Active
U003448,2025-04-08,Australia,Queensland,35-44,English,YouTube Premium,Organic Search,TV,Active
U003449,2026-04-15,Germany,North Rhine-Westphalia,25-34,,Free,Social Media,Mobile,Churned
U003450,2023-12-03,Vietnam,,18-24,English,Free,Referral,Mobile,Active
U003451,2025-01-07,Philippines,,35-44,Filipino,Free,Social Media,Mobile,Active
U003452,2025-04-14,United States,Midwest,25-34,English,Free,Social Media,Mobile,Active
U003453,2026-04-14,India,South India,25-34,Telugu,Premium Trial,Organic Search,Mobile,Active
U003454,2025-10-26,United States,West,25-34,English,YouTube Premium,Pre-installed App,Mobile,Active
U003455,2025-07-05,United States,,55-64,English,Free,Pre-installed App,Desktop,Churned
U003456,2025-04-21,Brazil,Southeast,18-24,Portuguese,Free,Organic Search,MOBILE,Active
U003457,2022-04-29,India,South India,18-24,Hindi,Free,Organic Search,Mobile,Active
U003458,2025-03-30,Philippines,,13-17,Filipino,Free,Organic Search,Mobile,Active
U003459,2025-11-01,Mexico,Southern Mexico,55-64,Spanish,Premium Trial,Referral,Mobile,Inactive
U003460,2025-05-04,United Kingdom,Scotland,18-24,English,Free,Referral,Desktop,Active
U003461,2024-07-07,India,West India,18-24,Hindi,Premium Trial,Google Ads,Game Console,Active
U003462,2025-06-20,Indonesia,Bali & Nusa Tenggara,45-54,Indonesian,Free,Pre-installed App,tv,Active
U003463,2025-08-18,South Korea,,55-64,Korean,Free,Referral,Mobile,Active
U003464,2026-05-21,France,,35-44,English,YouTube Premium,Referral,Mobile,Active
U003465,2025-02-08,Germany,Baden-Wurttemberg,35-44,German,Free,Direct,Mobile,Active
U003466,2025-01-31,Vietnam,,18-24,English,Free,Direct,Game Console,Active
U003467,2024-11-14,Australia,New South Wales,18-24,English,Free,Google Ads,TV,Active
U003468,2026-02-14,India,North India,25-34,Hindi,Free,Google Ads,Game Console,Active
U003469,2026-02-15,India,East India,25-34,Hindi,Free,Organic Search,Mobile,Active
U003470,2025-07-17,Philippines,,25-34,Filipino,Premium Trial,Google Ads,TV,Active
U003471,2025-08-27,United States,Northeast,45-54,English,Free,Pre-installed App,Tablet,Active
U003472,2026-03-07,India,East India,25-34,Hindi,Premium Trial,Organic Search,Desktop,Active
U003473,2020-08-22,Australia,New South Wales,35-44,English,Premium Trial,Pre-installed App,Desktop,Active
U003474,2026-07-20,India,South India,25-34,Hindi,Free,Organic Search,Tablet,Inactive
U003475,2025-02-23,Pakistan,,25-34,English,YouTube Premium,Social Media,Mobile,Active
U003476,2025-09-20,Brazil,South,35-44,Portuguese,YouTube Premium,Referral,Mobile,Active
U003477,2021-02-26,Brazil,Northeast,25-34,English,Free,Organic Search,Desktop,Active
U003478,2025-07-12,Brazil,Northeast,25-34,Portuguese,Free,Organic Search,Tablet,Active
U003479,2022-07-23,United States,South,18-24,English,Free,Organic Search,Desktop,Inactive
U003480,2023-02-13,India,East India,55-64,Telugu,Free,Pre-installed App,Mobile,Active
U003481,2025-09-05,Germany,,25-34,German,Free,Google Ads,Mobile,Active
U003482,2022-09-22,Mexico,Northern Mexico,25-34,Spanish,Free,Google Ads,Mobile,Active
U003483,2024-02-02,Brazil,North,25-34,Portuguese,Free,Pre-installed App,Mobile,Active
U003484,2025-06-18,Mexico,Northern Mexico,35-44,English,Free,Pre-installed App,Desktop,Active
U003485,2025-04-01,Indonesia,Java,25-34,Indonesian,Free,Direct,Tablet,Active
U003486,2025-02-18,United States,Midwest,18-24,English,Free,Social Media,Mobile,Active
U003487,2025-02-24,India,West India,35-44,Hindi,YouTube Premium,Organic Search,Mobile,Active
U003488,2022-12-10,Pakistan,,25-34,Urdu,Free,Organic Search,TV,Active
U003489,2026-03-31,Germany,Baden-Wurttemberg,18-24,German,YouTube Premium,Google Ads, Mobile ,Active
U003490,2022-05-04,India,Central India,25-34,Hindi,Free,Organic Search,Tablet,Active
U003491,2024-06-04,India,East India,55-64,Hindi,Free,Organic Search,Mobile,Active
U003492,2025-12-21,Mexico,Yucatan,25-34,Spanish,Free,Organic Search,Mobile,Active
U003493,2025-07-21,United Kingdom,Scotland,25-34,English,Free,Google Ads,TV,Churned
U003494,2022-07-22,Japan,Hokkaido,18-24,Japanese,Free,Google Ads,TV,Active
U003495,2026-06-21,United States,Northeast,35-44,English,Free,Direct,Desktop,Inactive
U003496,2025-03-17,Philippines,,18-24,Filipino,Free,Social Media,Mobile,Active
U003497,2023-07-03,United States,Northeast,25-34,English,Free,Google Ads,Mobile,Active
U003498,2022-10-20,Indonesia,,45-54,Indonesian,Free,Social Media,Mobile,Inactive
U003499,2026-06-09,India,West India,25-34,Hindi,Free,Social Media,Mobile,Active
U003500,2023-11-24,United States,South,18-24,English,YouTube Premium,Direct,Mobile,Active
U003501,2026-05-01,Indonesia,Kalimantan,45-54,English,Free,Google Ads,Desktop,Active
U003502,2022-11-09,Japan,Kansai,18-24,English,Free,Organic Search,TV,Active
U003503,2025-08-31,India,South India,18-24,English,YouTube Premium,Direct,Mobile,Active
U003504,2022-12-05,United States,Northeast,13-17,,Free,Google Ads,TV,Inactive
U003505,2025-07-21,Mexico,Southern Mexico,25-34,English,Free,Pre-installed App,Desktop,Active
U003506,2024-03-04,Pakistan,,18-24,Urdu,Free,Google Ads,Tablet,Active
U003507,2025-05-07,United States,West,25-34,English,Free,Direct,Game Console,Active
U003508,2024-07-01,Pakistan,,35-44,Urdu,Free,Referral,Mobile,Active
U003509,2020-09-07,Spain,,35-44,Spanish,Free,Social Media,Mobile,Active
U003510,2025-07-30,United Kingdom,Wales,45-54,English,Free,Social Media,Mobile,Active
U003511,2023-12-23,Philippines,,45-54,Filipino,Free,Organic Search,Mobile,Churned
U003512,2025-06-21,Pakistan,,35-44,Urdu,Free,Pre-installed App,Desktop,Inactive
U003513,2024-06-06,France,,25-34,French,Free,Social Media,Desktop,Active
U003514,2024-05-17,India,Central India,13-17,Hindi,Free,Google Ads,Mobile,Active
U003515,2024-09-04,United States,Midwest,25-34,English,Premium Trial,Google Ads,Desktop,Active
U003516,2023-09-12,Indonesia,Sulawesi,25-34,,Free,Organic Search,Mobile,Active
U003517,2020-11-06,United States,Midwest,18-24,English,Free,Pre-installed App,Desktop,Active
U003518,2025-11-24,United States,West,13-17,English,YouTube Premium,Google Ads,TV,Active
U003519,2021-01-05,Canada,Ontario,25-34,English,YouTube Premium,Social Media,Mobile,Inactive
U003520,2025-06-09,Nigeria,,45-54,English,Free,Organic Search,Tablet,Active
U003521,2020-08-23,United States,West,25-34,Spanish,Free,Organic Search,TV,Active
U003522,2025-03-13,United States,South,18-24,English,Free,Organic Search,Mobile,Inactive
U003523,2026-04-22,Vietnam,,25-34,Vietnamese,Free,Referral,Mobile,Active
U003524,2026-02-18,Indonesia,Java,55-64,English,Free,Google Ads,Mobile,Active
U003525,2025-05-03,United States,West,65+,English,Free,Organic Search,Game Console,Active
U003526,2026-03-07,Turkey,,55-64,Turkish,Free,Social Media,Mobile,Active
U003527,2026-06-21,Australia,New South Wales,55-64,English,Free,Organic Search,Mobile,Active
U003528,2026-03-29,United States,West,25-34,English,YouTube Premium,Direct,Mobile,Inactive
U003529,2025-03-28,United Kingdom,Wales,,English,Free,Social Media,Mobile,Active
U003530,2025-05-30,United States,Midwest,18-24,Spanish,YouTube Premium,Google Ads,TV,Churned
U003531,2026-05-24,Italy,,45-54,Italian,Free,Referral,TV,Inactive
U003532,2026-01-17,Brazil,Central-West,25-34,Portuguese,YouTube Premium,Pre-installed App,TV,Active
U003533,2025-02-21,United States,Midwest,35-44,English,Free,Referral,Mobile,Active
U003534,2025-12-10,Brazil,,25-34,English,Free,Organic Search,Mobile,Active
U003535,2022-01-16,United States,Midwest,13-17,Spanish,Free,Pre-installed App,Mobile,Active
U003536,2024-09-26,Indonesia,Bali & Nusa Tenggara,35-44,Indonesian,Free,Google Ads,Mobile,Active
U003537,2026-01-22,India,North India,35-44,Kannada,Free,Pre-installed App,Desktop,Inactive
U003538,2020-08-18,Vietnam,,45-54,Vietnamese,YouTube Premium,Pre-installed App,Mobile,Inactive
U003539,2026-01-23,Nigeria,,45-54,English,Free,Social Media,Mobile,Inactive
U003540,2025-10-16,United States,West,18-24,English,Free,Pre-installed App, Mobile ,Active
U003541,2025-07-13,United States,West,55-64,English,Free,Google Ads,Mobile,Active
U003542,2025-07-07,United States,West,45-54,English,Free,Social Media,Game Console,Active
U003543,2021-03-04,Indonesia,Kalimantan,25-34,Indonesian,Free,Google Ads,TV,Active
U003544,2026-03-03,India,West India,18-24,Telugu,Free,Organic Search,TV,Active
U003545,2025-08-21,Mexico,Yucatan,55-64,Spanish,Premium Trial,Organic Search,Desktop,Active
U003546,2023-05-05,United Kingdom,Wales,35-44,English,Free,Organic Search,Mobile,Active
U003547,2022-03-24,Spain,,18-24,Spanish,Free,Social Media,Desktop,Churned
