experiment_id,user_id,variant,assignment_date,first_exposure_date,eligible_flag
EXP_2026_HOMEPAGE_RANK_V2,U008364,Treatment,2026-05-31,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U020462,Treatment,2026-07-03,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U000853,Treatment,2026-06-04,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U001455,Treatment,2026-06-10,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U004814,Control,2026-05-05,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U006565,Treatment,2026-06-29,2026-07-03,False
EXP_2026_HOMEPAGE_RANK_V2,U015216,Control,2026-05-22,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U007439,Treatment,2026-06-13,2026-06-18,True
EXP_2026_HOMEPAGE_RANK_V2,U019833,Treatment,2026-06-14,2026-06-16,True
EXP_2026_HOMEPAGE_RANK_V2,U022520,Control,2026-05-16,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U014218,Control,2026-05-07,2026-05-10,True
EXP_2026_HOMEPAGE_RANK_V2,U020578,Control,2026-06-16,2026-06-19,True
EXP_2026_HOMEPAGE_RANK_V2,U004063,Treatment,2026-05-25,2026-05-29,True
EXP_2026_HOMEPAGE_RANK_V2,U019865,Treatment,2026-06-10,2026-06-12,True
EXP_2026_HOMEPAGE_RANK_V2,U014721,Control,2026-07-03,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U018926,Treatment,2026-06-26,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U018759,Control,2026-05-04,2026-05-05,True
EXP_2026_HOMEPAGE_RANK_V2,U023315,Control,2026-05-29,2026-05-31,True
EXP_2026_HOMEPAGE_RANK_V2,U017401,Treatment,2026-07-09,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U023309,Treatment,2026-05-08,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U007162,Treatment,2026-05-11,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U011448,Treatment,2026-06-07,2026-06-09,True
EXP_2026_HOMEPAGE_RANK_V2,U023958,Control,2026-04-29,2026-05-03,True
EXP_2026_HOMEPAGE_RANK_V2,U024081,Control,2026-04-23,2026-04-27,True
EXP_2026_HOMEPAGE_RANK_V2,U021504,Treatment,2026-06-04,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U010585,Control,2026-05-09,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U002766,Control,2026-06-02,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U009146,Control,2026-04-30,2026-05-05,True
EXP_2026_HOMEPAGE_RANK_V2,U024974,Control,2026-05-01,2026-05-05,True
EXP_2026_HOMEPAGE_RANK_V2,U007247,Control,2026-06-09,2026-06-10,True
EXP_2026_HOMEPAGE_RANK_V2,U011302,Control,2026-06-30,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U013082,Treatment,2026-04-21,2026-04-22,True
EXP_2026_HOMEPAGE_RANK_V2,U013530,Treatment,2026-04-26,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U011851,Control,2026-05-31,2026-06-02,True
EXP_2026_HOMEPAGE_RANK_V2,U020193,Treatment,2026-05-17,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U003181,Control,2026-07-03,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U005673,Control,2026-07-03,2026-07-03,True
EXP_2026_HOMEPAGE_RANK_V2,U004238,Control,2026-04-25,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U008038,Treatment,2026-06-26,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U017743,Treatment,2026-04-22,2026-04-22,True
EXP_2026_HOMEPAGE_RANK_V2,U001929,Control,2026-04-18,2026-04-23,True
EXP_2026_HOMEPAGE_RANK_V2,U018919,Treatment,2026-06-10,2026-06-10,True
EXP_2026_HOMEPAGE_RANK_V2,U021836,Control,2026-06-28,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U011533,Treatment,2026-06-11,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U008939,Treatment,2026-06-18,2026-06-18,True
EXP_2026_HOMEPAGE_RANK_V2,U005809,Control,2026-05-18,2026-05-19,True
EXP_2026_HOMEPAGE_RANK_V2,U002811,Control,2026-06-23,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U006675,Control,2026-04-22,2026-04-27,True
EXP_2026_HOMEPAGE_RANK_V2,U016225,Treatment,2026-06-11,2026-06-13,True
EXP_2026_HOMEPAGE_RANK_V2,U010588,Treatment,2026-05-03,2026-05-07,True
EXP_2026_HOMEPAGE_RANK_V2,U023839,Treatment,2026-05-10,2026-05-11,True
EXP_2026_HOMEPAGE_RANK_V2,U011559,Control,2026-05-28,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U008496,Control,2026-06-08,2026-06-11,True
EXP_2026_HOMEPAGE_RANK_V2,U002570,Control,2026-06-18,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U003956,Control,2026-06-10,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U007760,Treatment,2026-06-30,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U024243,Control,2026-05-13,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U019786,Treatment,2026-06-07,2026-06-08,True
EXP_2026_HOMEPAGE_RANK_V2,U011744,Control,2026-07-05,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U012241,Treatment,2026-05-16,2026-05-21,False
EXP_2026_HOMEPAGE_RANK_V2,U023734,Control,2026-05-05,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U000205,Treatment,2026-06-11,2026-06-16,True
EXP_2026_HOMEPAGE_RANK_V2,U000040,Control,2026-06-13,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U012121,Control,2026-05-25,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U022797,Treatment,2026-05-29,2026-06-01,True
EXP_2026_HOMEPAGE_RANK_V2,U006601,Control,2026-04-24,2026-04-27,True
EXP_2026_HOMEPAGE_RANK_V2,U012276,Treatment,2026-07-07,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U011010,Control,2026-05-06,2026-05-06,True
EXP_2026_HOMEPAGE_RANK_V2,U010696,Treatment,2026-07-09,2026-07-14,True
EXP_2026_HOMEPAGE_RANK_V2,U020342,Treatment,2026-06-22,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U002556,Control,2026-07-08,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U011737,Treatment,2026-05-10,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U013909,Treatment,2026-05-14,2026-05-19,True
EXP_2026_HOMEPAGE_RANK_V2,U005654,Control,2026-05-07,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U008612,Treatment,2026-06-30,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U003927,Control,2026-04-23,2026-04-26,True
EXP_2026_HOMEPAGE_RANK_V2,U008794,Treatment,2026-05-18,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U003367,Treatment,2026-06-20,2026-06-23,True
EXP_2026_HOMEPAGE_RANK_V2,U016755,Treatment,2026-06-24,2026-06-25,True
EXP_2026_HOMEPAGE_RANK_V2,U015979,Treatment,2026-05-28,2026-05-28,True
EXP_2026_HOMEPAGE_RANK_V2,U021624,Control,2026-06-27,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U011226,Treatment,2026-06-13,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U023997,Control,2026-06-23,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U013045,Control,2026-06-25,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U007593,Control,2026-06-04,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U024776,Treatment,2026-05-31,2026-06-02,True
EXP_2026_HOMEPAGE_RANK_V2,U021328,Treatment,2026-07-02,2026-07-07,True
EXP_2026_HOMEPAGE_RANK_V2,U009975,Control,2026-05-16,2026-05-20,True
EXP_2026_HOMEPAGE_RANK_V2,U001348,Control,2026-05-21,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U001955,Control,2026-06-12,2026-06-13,False
EXP_2026_HOMEPAGE_RANK_V2,U015402,Control,2026-06-24,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U024155,Treatment,2026-06-27,2026-07-02,False
EXP_2026_HOMEPAGE_RANK_V2,U022101,Control,2026-04-24,2026-04-28,True
EXP_2026_HOMEPAGE_RANK_V2,U013014,Treatment,2026-06-30,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U002532,Treatment,2026-06-14,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U010389,Treatment,2026-05-23,2026-05-24,True
EXP_2026_HOMEPAGE_RANK_V2,U021156,Control,2026-06-26,2026-06-29,True
EXP_2026_HOMEPAGE_RANK_V2,U007569,Treatment,2026-05-15,2026-05-16,True
EXP_2026_HOMEPAGE_RANK_V2,U006822,Control,2026-07-03,2026-07-07,True
EXP_2026_HOMEPAGE_RANK_V2,U014801,Treatment,2026-05-22,2026-05-27,True
EXP_2026_HOMEPAGE_RANK_V2,U007836,Control,2026-06-04,2026-06-04,False
EXP_2026_HOMEPAGE_RANK_V2,U022991,Control,2026-06-29,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U020994,Control,2026-06-01,2026-06-01,True
EXP_2026_HOMEPAGE_RANK_V2,U009247,Control,2026-07-01,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U012738,Control,2026-05-13,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U010341,Control,2026-05-01,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U013749,Treatment,2026-04-22,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U013429,Control,2026-05-11,2026-05-15,True
EXP_2026_HOMEPAGE_RANK_V2,U006757,Treatment,2026-05-19,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U022353,Control,2026-06-26,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U005863,Control,2026-06-14,2026-06-17,True
EXP_2026_HOMEPAGE_RANK_V2,U011131,Control,2026-05-23,2026-05-23,True
EXP_2026_HOMEPAGE_RANK_V2,U003416,Treatment,2026-06-19,2026-06-19,True
EXP_2026_HOMEPAGE_RANK_V2,U007533,Treatment,2026-04-20,2026-04-20,True
EXP_2026_HOMEPAGE_RANK_V2,U018875,Control,2026-07-01,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U003205,Treatment,2026-07-02,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U000208,Control,2026-06-18,2026-06-19,True
EXP_2026_HOMEPAGE_RANK_V2,U014160,Control,2026-07-04,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U005135,Treatment,2026-05-08,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U014603,Control,2026-06-15,2026-06-20,True
EXP_2026_HOMEPAGE_RANK_V2,U007890,Treatment,2026-06-13,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U019578,Treatment,2026-05-26,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U019647,Control,2026-06-08,2026-06-11,True
EXP_2026_HOMEPAGE_RANK_V2,U001174,Control,2026-06-24,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U005409,Treatment,2026-06-08,2026-06-13,True
EXP_2026_HOMEPAGE_RANK_V2,U003693,Treatment,2026-06-20,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U008918,Treatment,2026-06-03,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U002967,Treatment,2026-05-14,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U016175,Control,2026-07-03,2026-07-05,True
EXP_2026_HOMEPAGE_RANK_V2,U013350,Treatment,2026-06-25,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U015840,Control,2026-07-06,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U001596,Control,2026-04-26,2026-04-28,True
EXP_2026_HOMEPAGE_RANK_V2,U008175,Treatment,2026-07-06,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U018692,Control,2026-06-18,2026-06-23,False
EXP_2026_HOMEPAGE_RANK_V2,U009106,Control,2026-05-13,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U002496,Treatment,2026-04-20,2026-04-22,False
EXP_2026_HOMEPAGE_RANK_V2,U015651,Control,2026-05-04,2026-05-07,True
EXP_2026_HOMEPAGE_RANK_V2,U023704,Treatment,2026-04-23,2026-04-28,True
EXP_2026_HOMEPAGE_RANK_V2,U017748,Control,2026-05-23,2026-05-25,True
EXP_2026_HOMEPAGE_RANK_V2,U024926,Control,2026-06-19,2026-06-20,True
EXP_2026_HOMEPAGE_RANK_V2,U007489,Treatment,2026-05-07,2026-05-07,True
EXP_2026_HOMEPAGE_RANK_V2,U006494,Treatment,2026-06-17,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U008378,Treatment,2026-07-01,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U006199,Control,2026-06-08,2026-06-11,True
EXP_2026_HOMEPAGE_RANK_V2,U024463,Treatment,2026-06-19,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U005440,Control,2026-06-23,2026-06-23,True
EXP_2026_HOMEPAGE_RANK_V2,U003013,Treatment,2026-05-31,2026-06-01,True
EXP_2026_HOMEPAGE_RANK_V2,U022598,Treatment,2026-06-23,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U008534,Control,2026-05-15,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U013635,Control,2026-05-07,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U019968,Treatment,2026-05-20,2026-05-24,True
EXP_2026_HOMEPAGE_RANK_V2,U017360,Treatment,2026-05-01,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U012136,Control,2026-07-05,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U017528,Treatment,2026-06-02,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U000105,Treatment,2026-05-23,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U008432,Control,2026-05-23,2026-05-24,True
EXP_2026_HOMEPAGE_RANK_V2,U002683,Control,2026-07-04,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U021594,Treatment,2026-06-07,2026-06-09,True
EXP_2026_HOMEPAGE_RANK_V2,U000419,Treatment,2026-07-03,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U012590,Control,2026-04-20,2026-04-21,True
EXP_2026_HOMEPAGE_RANK_V2,U009473,Control,2026-05-30,2026-06-01,True
EXP_2026_HOMEPAGE_RANK_V2,U000632,Control,2026-06-02,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U009432,Control,2026-04-28,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U000225,Treatment,2026-06-02,2026-06-02,True
EXP_2026_HOMEPAGE_RANK_V2,U003999,Treatment,2026-05-23,2026-05-23,True
EXP_2026_HOMEPAGE_RANK_V2,U009520,Treatment,2026-06-26,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U002356,Control,2026-06-05,2026-06-06,True
EXP_2026_HOMEPAGE_RANK_V2,U009158,Control,2026-06-06,2026-06-11,False
EXP_2026_HOMEPAGE_RANK_V2,U005631,Control,2026-05-23,2026-05-27,True
EXP_2026_HOMEPAGE_RANK_V2,U008905,Control,2026-05-14,2026-05-15,True
EXP_2026_HOMEPAGE_RANK_V2,U014092,Treatment,2026-05-26,2026-05-30,True
EXP_2026_HOMEPAGE_RANK_V2,U024011,Treatment,2026-06-27,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U015308,Control,2026-04-30,2026-05-03,True
EXP_2026_HOMEPAGE_RANK_V2,U002743,Control,2026-06-17,2026-06-21,False
EXP_2026_HOMEPAGE_RANK_V2,U006121,Control,2026-06-07,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U003322,Control,2026-05-18,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U024576,Treatment,2026-06-17,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U018051,Control,2026-06-11,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U014426,Control,2026-04-25,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U024640,Treatment,2026-05-07,2026-05-11,True
EXP_2026_HOMEPAGE_RANK_V2,U012553,Control,2026-07-11,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U001813,Treatment,2026-05-12,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U007134,Treatment,2026-06-12,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U003815,Control,2026-05-18,2026-05-22,True
EXP_2026_HOMEPAGE_RANK_V2,U023945,Control,2026-04-29,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U018695,Treatment,2026-05-16,2026-05-16,True
EXP_2026_HOMEPAGE_RANK_V2,U019487,Treatment,2026-04-26,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U014753,Treatment,2026-06-26,2026-06-26,True
EXP_2026_HOMEPAGE_RANK_V2,U014770,Treatment,2026-07-04,2026-07-07,True
EXP_2026_HOMEPAGE_RANK_V2,U020860,Treatment,2026-04-18,2026-04-20,True
EXP_2026_HOMEPAGE_RANK_V2,U011397,Treatment,2026-06-18,2026-06-23,True
EXP_2026_HOMEPAGE_RANK_V2,U016853,Control,2026-05-16,2026-05-18,True
EXP_2026_HOMEPAGE_RANK_V2,U008454,Treatment,2026-05-01,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U021692,Treatment,2026-05-17,2026-05-17,True
EXP_2026_HOMEPAGE_RANK_V2,U018311,Treatment,2026-05-17,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U009712,Treatment,2026-06-07,2026-06-11,True
EXP_2026_HOMEPAGE_RANK_V2,U005050,Treatment,2026-04-27,2026-04-28,False
EXP_2026_HOMEPAGE_RANK_V2,U009537,Treatment,2026-06-17,2026-06-18,True
EXP_2026_HOMEPAGE_RANK_V2,U008742,Control,2026-07-03,2026-07-07,True
EXP_2026_HOMEPAGE_RANK_V2,U000151,Treatment,2026-07-07,2026-07-12,True
EXP_2026_HOMEPAGE_RANK_V2,U024818,Treatment,2026-07-05,2026-07-06,True
EXP_2026_HOMEPAGE_RANK_V2,U003273,Treatment,2026-05-24,2026-05-29,True
EXP_2026_HOMEPAGE_RANK_V2,U010418,Control,2026-05-04,2026-05-04,True
EXP_2026_HOMEPAGE_RANK_V2,U018026,Treatment,2026-06-27,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U008658,Control,2026-07-05,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U010762,Treatment,2026-06-20,2026-06-23,True
EXP_2026_HOMEPAGE_RANK_V2,U002582,Treatment,2026-04-30,2026-05-02,True
EXP_2026_HOMEPAGE_RANK_V2,U013460,Treatment,2026-06-10,2026-06-14,True
EXP_2026_HOMEPAGE_RANK_V2,U020301,Treatment,2026-05-30,2026-06-03,True
EXP_2026_HOMEPAGE_RANK_V2,U003254,Control,2026-06-24,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U003944,Treatment,2026-05-05,2026-05-10,True
EXP_2026_HOMEPAGE_RANK_V2,U000885,Control,2026-05-27,2026-05-29,True
EXP_2026_HOMEPAGE_RANK_V2,U011770,Control,2026-05-11,2026-05-15,True
EXP_2026_HOMEPAGE_RANK_V2,U008562,Treatment,2026-06-23,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U016310,Control,2026-05-05,2026-05-05,True
EXP_2026_HOMEPAGE_RANK_V2,U010213,Treatment,2026-04-23,2026-04-27,True
EXP_2026_HOMEPAGE_RANK_V2,U001466,Control,2026-06-15,2026-06-16,True
EXP_2026_HOMEPAGE_RANK_V2,U014260,Treatment,2026-04-20,2026-04-24,True
EXP_2026_HOMEPAGE_RANK_V2,U006924,Control,2026-06-09,2026-06-11,True
EXP_2026_HOMEPAGE_RANK_V2,U024261,Treatment,2026-07-07,2026-07-09,True
EXP_2026_HOMEPAGE_RANK_V2,U013338,Treatment,2026-06-25,2026-06-27,True
EXP_2026_HOMEPAGE_RANK_V2,U006760,Control,2026-06-04,2026-06-09,True
EXP_2026_HOMEPAGE_RANK_V2,U023605,Treatment,2026-06-27,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U018976,Control,2026-04-27,2026-04-30,True
EXP_2026_HOMEPAGE_RANK_V2,U024179,Control,2026-04-19,2026-04-19,True
EXP_2026_HOMEPAGE_RANK_V2,U009639,Control,2026-06-10,2026-06-11,True
EXP_2026_HOMEPAGE_RANK_V2,U022969,Treatment,2026-04-29,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U024161,Treatment,2026-06-05,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U014320,Treatment,2026-04-18,2026-04-22,True
EXP_2026_HOMEPAGE_RANK_V2,U023468,Treatment,2026-05-01,2026-05-05,True
EXP_2026_HOMEPAGE_RANK_V2,U001012,Control,2026-05-28,2026-05-29,True
EXP_2026_HOMEPAGE_RANK_V2,U008426,Treatment,2026-06-18,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U023834,Treatment,2026-04-20,2026-04-25,True
EXP_2026_HOMEPAGE_RANK_V2,U022923,Control,2026-06-28,2026-06-29,True
EXP_2026_HOMEPAGE_RANK_V2,U009482,Treatment,2026-05-12,2026-05-12,True
EXP_2026_HOMEPAGE_RANK_V2,U017022,Treatment,2026-04-18,2026-04-20,True
EXP_2026_HOMEPAGE_RANK_V2,U019839,Control,2026-05-04,2026-05-08,True
EXP_2026_HOMEPAGE_RANK_V2,U014940,Treatment,2026-05-20,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U010541,Treatment,2026-07-06,2026-07-08,True
EXP_2026_HOMEPAGE_RANK_V2,U016158,Treatment,2026-06-07,2026-06-12,True
EXP_2026_HOMEPAGE_RANK_V2,U022151,Control,2026-06-26,2026-06-29,True
EXP_2026_HOMEPAGE_RANK_V2,U011389,Treatment,2026-06-09,2026-06-13,True
EXP_2026_HOMEPAGE_RANK_V2,U018204,Control,2026-04-29,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U019141,Treatment,2026-05-06,2026-05-09,True
EXP_2026_HOMEPAGE_RANK_V2,U015843,Control,2026-06-27,2026-06-30,True
EXP_2026_HOMEPAGE_RANK_V2,U018040,Treatment,2026-05-06,2026-05-07,True
EXP_2026_HOMEPAGE_RANK_V2,U002119,Control,2026-07-08,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U024548,Control,2026-04-25,2026-04-28,False
EXP_2026_HOMEPAGE_RANK_V2,U022981,Control,2026-04-26,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U003388,Treatment,2026-06-30,2026-07-01,True
EXP_2026_HOMEPAGE_RANK_V2,U007904,Treatment,2026-05-23,2026-05-28,True
EXP_2026_HOMEPAGE_RANK_V2,U019120,Treatment,2026-04-25,2026-04-28,True
EXP_2026_HOMEPAGE_RANK_V2,U001540,Treatment,2026-04-18,2026-04-18,True
EXP_2026_HOMEPAGE_RANK_V2,U012497,Control,2026-06-30,2026-07-05,True
EXP_2026_HOMEPAGE_RANK_V2,U009326,Treatment,2026-06-04,2026-06-05,True
EXP_2026_HOMEPAGE_RANK_V2,U009157,Control,2026-06-06,2026-06-07,True
EXP_2026_HOMEPAGE_RANK_V2,U000723,Control,2026-06-09,2026-06-13,True
EXP_2026_HOMEPAGE_RANK_V2,U012082,Control,2026-05-05,2026-05-07,True
EXP_2026_HOMEPAGE_RANK_V2,U006861,Control,2026-06-25,2026-06-28,True
EXP_2026_HOMEPAGE_RANK_V2,U024374,Control,2026-06-25,2026-06-29,True
EXP_2026_HOMEPAGE_RANK_V2,U009770,Control,2026-05-16,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U014680,Control,2026-05-19,2026-05-24,True
EXP_2026_HOMEPAGE_RANK_V2,U015736,Treatment,2026-04-25,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U000171,Treatment,2026-05-23,2026-05-27,True
EXP_2026_HOMEPAGE_RANK_V2,U009833,Treatment,2026-05-16,2026-05-19,True
EXP_2026_HOMEPAGE_RANK_V2,U001998,Control,2026-05-20,2026-05-21,True
EXP_2026_HOMEPAGE_RANK_V2,U023813,Control,2026-05-02,2026-05-02,True
EXP_2026_HOMEPAGE_RANK_V2,U011464,Control,2026-05-11,2026-05-14,True
EXP_2026_HOMEPAGE_RANK_V2,U004857,Treatment,2026-05-21,2026-05-25,True
EXP_2026_HOMEPAGE_RANK_V2,U023197,Treatment,2026-05-30,2026-06-02,True
EXP_2026_HOMEPAGE_RANK_V2,U003749,Control,2026-05-02,2026-05-07,True
EXP_2026_HOMEPAGE_RANK_V2,U011534,Treatment,2026-05-24,2026-05-27,True
EXP_2026_HOMEPAGE_RANK_V2,U014772,Control,2026-07-08,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U010088,Control,2026-05-21,2026-05-26,True
EXP_2026_HOMEPAGE_RANK_V2,U011599,Treatment,2026-04-22,2026-04-27,True
EXP_2026_HOMEPAGE_RANK_V2,U012188,Control,2026-04-27,2026-05-01,True
EXP_2026_HOMEPAGE_RANK_V2,U016233,Control,2026-06-12,2026-06-12,True
EXP_2026_HOMEPAGE_RANK_V2,U015005,Control,2026-06-20,2026-06-24,True
EXP_2026_HOMEPAGE_RANK_V2,U013259,Control,2026-06-09,2026-06-13,True
EXP_2026_HOMEPAGE_RANK_V2,U006274,Control,2026-06-19,2026-06-22,True
EXP_2026_HOMEPAGE_RANK_V2,U023234,Treatment,2026-06-08,2026-06-10,True
EXP_2026_HOMEPAGE_RANK_V2,U008907,Treatment,2026-04-19,2026-04-19,True
EXP_2026_HOMEPAGE_RANK_V2,U010166,Treatment,2026-06-03,2026-06-08,True
EXP_2026_HOMEPAGE_RANK_V2,U012160,Treatment,2026-04-18,2026-04-19,True
EXP_2026_HOMEPAGE_RANK_V2,U021290,Control,2026-07-03,2026-07-04,True
EXP_2026_HOMEPAGE_RANK_V2,U004211,Control,2026-05-10,2026-05-13,True
EXP_2026_HOMEPAGE_RANK_V2,U022155,Control,2026-07-10,2026-07-15,True
EXP_2026_HOMEPAGE_RANK_V2,U014347,Treatment,2026-06-15,2026-06-15,True
EXP_2026_HOMEPAGE_RANK_V2,U005283,Control,2026-07-11,2026-07-12,True
EXP_2026_HOMEPAGE_RANK_V2,U021298,Control,2026-07-04,2026-07-05,True
EXP_2026_HOMEPAGE_RANK_V2,U000174,Control,2026-05-21,2026-05-23,True
EXP_2026_HOMEPAGE_RANK_V2,U015592,Control,2026-07-02,2026-07-02,True
EXP_2026_HOMEPAGE_RANK_V2,U012688,Control,2026-04-28,2026-04-29,True
EXP_2026_HOMEPAGE_RANK_V2,U004031,Control,2026-06-20,2026-06-21,True
EXP_2026_HOMEPAGE_RANK_V2,U009580,Treatment,2026-07-08,2026-07-11,True
EXP_2026_HOMEPAGE_RANK_V2,U015833,Control,2026-04-26,2026-04-28,True
EXP_2026_HOMEPAGE_RANK_V2,U018755,Treatment,2026-05-18,2026-05-19,False
